Vendor_ID,Vendor_Name,Seller_ID,Seller_Name,Order_ID,Order_Date,Reason
3624,SARVAH PHARMA,3639,onlinekart24.com,2601710,2023-12-29,""", Ekart SHB - 0.5kg[999007] Serviceability failure, Ecom Exp Air[999009] Array"""
3316,NAMOSHIVAI APPARELS PRIVATE LIMITED,3783,BEASTKART,2601817,2023-12-29,""", Ekart STO - 0.5kg[999002] Serviceability failure"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2601836,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3102,AVON IMPEX,3368,A.D.Enterprise,2601896,2023-12-29,""", Ekart SHB - 0.5kg[999007] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2602028,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ekart(15): [{tracking_id:NMBC1000403006,status:REQUEST_REJECTED,message:[No vendor has delivery serviceability]}],"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2602052,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty"""
3273,KATYANI TRADERS,3729,BIGSHORT,2602157,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2602185,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2602230,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.city:City exceeds maximum allowed length - 64, The Consignee City field cannot exceed 40 characters in length.\n, The Consignee City field cannot exceed 40 characters in length.\n, The Consignee City field cannot exceed 40 characters in length.\n, The Consignee City field cannot exceed 40 characters in length.\n, The Consignee City field cannot exceed 40 characters in length.\n, The Consignee City field cannot exceed 40 characters in length.\n, The Consignee City field cannot exceed 40 characters in length.\n"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2602244,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.firstName:Special characters not allowed in - first name, Xpressbees(14): Drop address not provided,, Xpressbees(14): Drop address not provided,, Xpressbees(3): Drop address not provided,, Bluedart(186): Consignee first_name or last_name should not empty.,, Bluedart(5): Consignee first_name or last_name should not empty.,"""
3316,NAMOSHIVAI APPARELS PRIVATE LIMITED,3783,BEASTKART,2602322,2023-12-29,""", Ekart STO - 0.5kg[999002] Serviceability failure"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2602352,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Xpressbees(14): Drop pincode not serviceable,, Xpressbees(14): Drop pincode not serviceable,, Xpressbees(3): Drop pincode not serviceable,"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2602384,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3273,KATYANI TRADERS,3729,BIGSHORT,2602399,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2602461,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3316,NAMOSHIVAI APPARELS PRIVATE LIMITED,3783,BEASTKART,2602502,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2602571,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.city:Special characters not allowed in - city, Xpressbees(14): Drop Name Not Provided,, Xpressbees(14): Drop Name Not Provided,, Xpressbees(3): Drop Name Not Provided,"""
3316,NAMOSHIVAI APPARELS PRIVATE LIMITED,3783,BEASTKART,2602671,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3316,NAMOSHIVAI APPARELS PRIVATE LIMITED,3783,BEASTKART,2602707,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2602722,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
2934,Acetech Ventures,3376,Saket,2602819,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Xpressbees(14): Drop pincode not serviceable,, Xpressbees(14): Drop pincode not serviceable,, Xpressbees(3): Drop pincode not serviceable,"""
3273,KATYANI TRADERS,3729,BIGSHORT,2603035,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2603070,2023-12-29,""", Ekart STL -  1kg[999006] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3316,NAMOSHIVAI APPARELS PRIVATE LIMITED,3783,BEASTKART,2603073,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2603105,2023-12-29,""", Ekart STL -  1kg[999006] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3632,AGHI ENTERPRISES,3416,Store Bolt,2603122,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has pickup serviceability"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2603144,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2603180,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.addressLine1:Special characters not allowed in - address line 1"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2603310,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.city:Special characters not allowed in - city, Bluedart(186): Consignee first_name or last_name should not empty.,, Bluedart(5): Consignee first_name or last_name should not empty.,"""
3273,KATYANI TRADERS,3729,BIGSHORT,2603338,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.addressLine1:Special characters not allowed in - address line 1, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2603370,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty"""
3273,KATYANI TRADERS,3729,BIGSHORT,2603630,2023-12-29,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2603692,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2603745,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.addressLine1:Special characters not allowed in - address line 1"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2603759,2023-12-29,""", Ekart STO - 0.5kg[999002] Serviceability failure"""
3273,KATYANI TRADERS,3729,BIGSHORT,2603778,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2603822,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2603832,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty"""
3409,Lazy Window LLP,3567,Anant Tenet Media,2604084,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2604309,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid"""
3409,Lazy Window LLP,3416,Store Bolt,2604704,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2604780,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2604810,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2604826,2023-12-29,""", Ekart STL -  1kg[999006] services[0].serviceDetails[0].serviceData.destination.address.city:Special characters not allowed in - city, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2604849,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2604889,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2604896,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2604935,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2604955,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array, Xpressbees(14): Drop pincode not serviceable,, Xpressbees(14): Drop pincode not serviceable,, Xpressbees(3): Drop pincode not serviceable,"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2604984,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2604986,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605004,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605007,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605013,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605031,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605063,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605064,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605106,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605137,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605170,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605211,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605218,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605261,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605267,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605284,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605290,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605362,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605368,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3273,KATYANI TRADERS,3729,BIGSHORT,2605423,2023-12-29,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605418,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605467,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605495,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605505,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605532,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605547,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605553,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605559,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605581,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605586,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605604,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605630,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605694,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605724,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605741,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605761,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605774,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605790,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605823,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605864,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605876,2023-12-29,""", Ekart STL -  1kg[999006] services[0].serviceDetails[0].serviceData.destination.address.addressLine2:Special characters not allowed in - address line 2, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605899,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605901,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605913,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605921,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605941,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605980,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605985,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2605999,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606037,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606058,2023-12-29,""", Ekart STL -  1kg[999006] services[0].serviceDetails[0].serviceData.destination.address.addressLine2:Special characters not allowed in - address line 2, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606067,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606070,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606072,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606090,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606117,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606134,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606171,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606184,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606195,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606203,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606222,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606225,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606280,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606291,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array, Xpressbees(14): Non-Air ServiceType not accepted for port blair,, Xpressbees(14): Non-Air ServiceType not accepted for port blair,, Xpressbees(3): Non-Air ServiceType not accepted for port blair,"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606304,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606306,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606323,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606328,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606329,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606336,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606338,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606339,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606343,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606346,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606357,2023-12-29,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606394,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606432,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2606436,2023-12-29,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2606540,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2606627,2023-12-29,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2606667,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid"""
3273,KATYANI TRADERS,3729,BIGSHORT,2606685,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.city:City exceeds maximum allowed length - 64, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2606762,2023-12-29,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.addressLine1:Special characters not allowed in - address line 1"""
