Seller_ID,Seller_Name,Order_Date,AWB,Seller_Remittance_ID,Order_Amount,UTR_Number
3315,shopcod,2024-01-09,STOC9000744715,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193816,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,22679010821704,0,699,
3323,Khemka GOC,2024-01-09,STLC8000191165,0,999,
3315,shopcod,2024-01-09,STOC9000744219,0,999,
3673,sumit media,2024-01-09,22679010825661,0,799,
3323,Khemka GOC,2024-01-09,STLC8000193952,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193434,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193157,0,999,
3843,homfy,2024-01-09,22679010822345,0,799,
3729,BIGSHORT,2024-01-09,STOC9000747800,0,1599,
3324,Workos Technologies Private Limited - New,2024-01-09,80398345042,0,699,
3323,Khemka GOC,2024-01-09,STLC8000193025,0,999,
3315,shopcod,2024-01-09,STLC8000195462,0,1299,
3323,Khemka GOC,2024-01-09,STLC8000193475,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80398336782,0,699,
3323,Khemka GOC,2024-01-09,STLC8000193489,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193454,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193831,0,999,
3315,shopcod,2024-01-09,STLC8000193271,0,1299,
3324,Workos Technologies Private Limited - New,2024-01-09,80398336771,0,699,
3673,sumit media,2024-01-09,22679010825694,0,799,
3323,Khemka GOC,2024-01-09,412003362991,0,999,
3315,shopcod,2024-01-09,412003363326,0,1299,
3323,Khemka GOC,2024-01-09,STLC8000186272,0,999,
3323,Khemka GOC,2024-01-09,STLC8000191810,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193566,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,412003361685,0,699,
3323,Khemka GOC,2024-01-09,412003363456,0,999,
3323,Khemka GOC,2024-01-09,STLC8000190610,0,999,
3315,shopcod,2024-01-09,412003361205,0,1299,
3324,Workos Technologies Private Limited - New,2024-01-09,80398336701,0,699,
3323,Khemka GOC,2024-01-09,STLC8000192833,0,999,
3323,Khemka GOC,2024-01-09,STLC8000192117,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193612,0,999,
3323,Khemka GOC,2024-01-09,STLC8000192589,0,999,
3323,Khemka GOC,2024-01-09,STLC8000194191,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193506,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193552,0,999,
3323,Khemka GOC,2024-01-09,STLC8000192525,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193248,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193575,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80398345016,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80398336653,0,699,
3323,Khemka GOC,2024-01-09,STLC8000193638,0,999,
3315,shopcod,2024-01-09,STOC9000744655,0,999,
3673,sumit media,2024-01-09,22679010825742,0,799,
3324,Workos Technologies Private Limited - New,2024-01-09,80398293404,0,599,
3323,Khemka GOC,2024-01-09,STLC8000193722,0,999,
3323,Khemka GOC,2024-01-09,412003299432,0,999,
3315,shopcod,2024-01-09,STOC9000745794,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193624,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193005,0,999,
3315,shopcod,2024-01-09,STLC8000194666,0,1299,
3323,Khemka GOC,2024-01-09,STLC8000185229,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80398336642,0,699,
3323,Khemka GOC,2024-01-09,STLC8000192130,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193639,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,22679010823233,0,699,
3323,Khemka GOC,2024-01-09,STLC8000195076,0,999,
3323,Khemka GOC,2024-01-09,412003362268,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193815,0,999,
3843,homfy,2024-01-09,23645417577286,0,799,
3324,Workos Technologies Private Limited - New,2024-01-09,80398293393,0,599,
3323,Khemka GOC,2024-01-09,STLC8000187770,0,999,
3315,shopcod,2024-01-09,STLC8000192933,0,1299,
3323,Khemka GOC,2024-01-09,STLC8000193043,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80398344994,0,699,
3323,Khemka GOC,2024-01-09,STLC8000193107,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80398393946,0,699,
3323,Khemka GOC,2024-01-09,STLC8000185792,0,999,
3371,Elevate Store,2024-01-09,77882330525,0,759.05,
3371,Elevate Store,2024-01-09,77882330466,0,939.55,
3315,shopcod,2024-01-09,STOC9000745529,0,999,
3323,Khemka GOC,2024-01-09,412003362309,0,999,
3323,Khemka GOC,2024-01-09,STLC8000192354,0,999,
3323,Khemka GOC,2024-01-09,STLC8000193759,0,999,
3323,Khemka GOC,2024-01-09,412003362453,0,999,
3729,BIGSHORT,2024-01-09,STOC9000747309,0,1599,
3649,Neu Urban,2024-01-09,77883146423,0,499,
3371,Elevate Store,2024-01-09,77882330455,0,799,
3888,INTELLIQUEST,2024-01-09,STOC9000746318,0,899,
3888,INTELLIQUEST,2024-01-09,412003362741,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000744964,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000745453,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000193041,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193131,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746618,0,899,
3888,INTELLIQUEST,2024-01-09,412003362468,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000744596,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000744919,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000178972,0,999,
3888,INTELLIQUEST,2024-01-09,412003362582,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746261,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192019,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193304,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192694,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746676,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000746636,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000745777,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000189926,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193596,0,999,
3888,INTELLIQUEST,2024-01-09,412003363266,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000746312,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000745047,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000745803,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000741337,0,899,
3888,INTELLIQUEST,2024-01-09,412003362875,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746053,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000744336,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000193047,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000744890,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000193056,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000191668,0,999,
3888,INTELLIQUEST,2024-01-09,412003362986,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192974,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746883,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000193283,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193057,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000188105,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192684,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000190769,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192969,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000745082,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000745816,0,899,
3888,INTELLIQUEST,2024-01-09,412003363164,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000191719,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000191347,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192667,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192248,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000190891,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000190216,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746399,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192631,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746366,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192170,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193461,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746140,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192408,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000745815,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192304,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000190922,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000744832,0,899,
3888,INTELLIQUEST,2024-01-09,412003362964,0,999,
3888,INTELLIQUEST,2024-01-09,14227883277820,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000189387,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192296,0,999,
3888,INTELLIQUEST,2024-01-09,412003362890,0,999,
3888,INTELLIQUEST,2024-01-09,14227883278096,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192770,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192284,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193360,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193079,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000741543,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000193198,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746588,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000191252,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193026,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193443,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192917,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000190852,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192446,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192668,0,999,
3888,INTELLIQUEST,2024-01-09,412003362012,0,999,
3888,INTELLIQUEST,2024-01-09,412003361524,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193459,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000190416,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192935,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192263,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193264,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000188663,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746200,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192352,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000191969,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000745931,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000187522,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000745385,0,899,
3888,INTELLIQUEST,2024-01-09,412003363605,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000745502,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192412,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000191130,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193012,0,999,
3888,INTELLIQUEST,2024-01-09,14227883278874,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000745374,0,899,
3888,INTELLIQUEST,2024-01-09,STOC9000746170,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192738,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000743733,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000193145,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746655,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192427,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192060,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000741632,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192317,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746287,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000193105,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746327,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000167213,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192508,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000191734,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000165616,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000744490,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000191214,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193142,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000191004,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192373,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000191589,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192409,0,999,
3888,INTELLIQUEST,2024-01-09,412003363861,0,899,
3888,INTELLIQUEST,2024-01-09,412003299234,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193192,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192815,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000189755,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000191825,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000191185,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193176,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000745349,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192583,0,999,
3888,INTELLIQUEST,2024-01-09,412003362335,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193054,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192721,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000186029,0,999,
3888,INTELLIQUEST,2024-01-09,412003362675,0,899,
3888,INTELLIQUEST,2024-01-09,412003362732,0,999,
3888,INTELLIQUEST,2024-01-09,412003361309,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000190801,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192920,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192531,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193379,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000189238,0,999,
3888,INTELLIQUEST,2024-01-09,412003361227,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746437,0,899,
3888,INTELLIQUEST,2024-01-09,412003363374,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192397,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000745512,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192620,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192571,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746280,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000193411,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192136,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192489,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000742709,0,899,
3888,INTELLIQUEST,2024-01-09,412003362047,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192152,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192486,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000184430,0,999,
3888,INTELLIQUEST,2024-01-09,412003298845,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193076,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192975,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000190884,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192075,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192065,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192682,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192268,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746180,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000192181,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192159,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193094,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193118,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193389,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192646,0,999,
3888,INTELLIQUEST,2024-01-09,SF910456432NIM,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192308,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192735,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000191278,0,999,
3323,Khemka GOC,2024-01-09,STLC8000192471,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000190789,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000192712,0,999,
3888,INTELLIQUEST,2024-01-09,STOC9000746605,0,899,
3888,INTELLIQUEST,2024-01-09,STLC8000193134,0,999,
3888,INTELLIQUEST,2024-01-09,412003362976,0,999,
3888,INTELLIQUEST,2024-01-09,STLC8000193068,0,999,
